chunk_id,file_path,symbol_type,name,qualname,start_line,end_line,docstring,code,code_truncated
808629067c359c34f451d7730f7cc68ff7501353,d:\499\src\flask-3.1.2\flask-3.1.2\src\flask\app.py,function,_make_timedelta,_make_timedelta,74,78,,"def _make_timedelta(value: timedelta | int | None) -> timedelta | None:
    if value is None or isinstance(value, timedelta):
        return value

    return timedelta(seconds=value)",False
c77125a1db681ef277cc41ff81832fc28a2878b3,d:\499\src\flask-3.1.2\flask-3.1.2\src\flask\app.py,class,Flask,Flask,81,1536,"The flask object implements a WSGI application and acts as the central
object.  It is passed the name of the module or package of the
application.  Once it is created it will act as a central registry for
the view functions, the URL rules, template configuration and much more.

The name of the package is used to resolve resources from inside the
package or the folder the module is contained in depending on if the
package parameter resolves to an actual python package (a folder with
an :file:`__init__.py` file inside) or a standard module (just a ``.py`` file).

For more information about resource loading, see :func:`open_resource`.

Usually you create a :class:`Flask` instance in your main module or
in the :file:`__init__.py` file of your package like this::

    from flask import Flask
    app = Flask(__name__)

.. admonition:: About the First Parameter

    The idea of the first parameter is to give Flask an idea of what
    belongs to your application.  This name is used to find resources
    on the filesystem, can be used by extensions to improve debugging
    information and a lot more.

    So it's important what you provide there.  If you are using a single
    module, `__name__` is always the correct value.  If you however are
    using a package, it's usually recommended to hardcode the name of
    your package there.

    For example if your application is defined in :file:`yourapplication/app.py`
    you should create it with one of the two versions below::

        app = Flask('yourapplication')
        app = Flask(__name__.split('.')[0])

    Why is that?  The application will work even with `__name__`, thanks
    to how resources are looked up.  However it will make debugging more
    painful.  Certain extensions can make assumptions based on the
    import name of your application.  For example the Flask-SQLAlchemy
    extension will look for the code in your application that triggered
    an SQL query in debug mode.  If the import name is not properly set
    up, that debugging information is lost.  (For example it would only
    pick up SQL queries in `yourapplication.app` and not
    `yourapplication.views.frontend`)

.. versionadded:: 0.7
   The `static_url_path`, `static_folder`, and `template_folder`
   parameters were added.

.. versionadded:: 0.8
   The `instance_path` and `instance_relative_config` parameters were
   added.

.. versionadded:: 0.11
   The `root_path` parameter was added.

.. versionadded:: 1.0
   The ``host_matching`` and ``static_host`` parameters were added.

.. versionadded:: 1.0
   The ``subdomain_matching`` parameter was added. Subdomain
   matching needs to be enabled manually now. Setting
   :data:`SERVER_NAME` does not implicitly enable it.

:param import_name: the name of the application package
:param static_url_path: can be used to specify a different path for the
                        static files on the web.  Defaults to the name
                        of the `static_folder` folder.
:param static_folder: The folder with static files that is served at
    ``static_url_path``. Relative to the application ``root_path``
    or an absolute path. Defaults to ``'static'``.
:param static_host: the host to use when adding the static route.
    Defaults to None. Required when using ``host_matching=True``
    with a ``static_folder`` configured.
:param host_matching: set ``url_map.host_matching`` attribute.
    Defaults to False.
:param subdomain_matching: consider the subdomain relative to
    :data:`SERVER_NAME` when matching routes. Defaults to False.
:param template_folder: the folder that contains the templates that should
                        be used by the application.  Defaults to
                        ``'templates'`` folder in the root path of the
                        application.
:param instance_path: An alternative instance path for the application.
                      By default the folder ``'instance'`` next to the
                      package or module is assumed to be the instance
                      path.
:param instance_relative_config: if set to ``True`` relative filenames
                                 for loading the config are assumed to
                                 be relative to the instance path instead
                                 of the application root.
:param root_path: The path to the root of the application files.
    This should only be set manually when it can't be detected
    automatically, such as for namespace packages.","class Flask(App):
    """"""The flask object implements a WSGI application and acts as the central
    object.  It is passed the name of the module or package of the
    application.  Once it is created it will act as a central registry for
    the view functions, the URL rules, template configuration and much more.

    The name of the package is used to resolve resources from inside the
    package or the folder the module is contained in depending on if the
    package parameter resolves to an actual python package (a folder with
    an :file:`__init__.py` file inside) or a standard module (just a ``.py`` file).

    For more information about resource loading, see :func:`open_resource`.

    Usually you create a :class:`Flask` instance in your main module or
    in the :file:`__init__.py` file of your package like this::

        from flask import Flask
        app = Flask(__name__)

    .. admonition:: About the First Parameter

        The idea of the first parameter is to give Flask an idea of what
        belongs to your application.  This name is used to find resources
        on the filesystem, can be used by extensions to improve debugging
        information and a lot more.

        So it's important what you provide there.  If you are using a single
        module, `__name__` is always the correct value.  If you however are
        using a package, it's usually recommended to hardcode the name of
        your package there.

        For example if your application is defined in :file:`yourapplication/app.py`
        you should create it with one of the two versions below::

            app = Flask('yourapplication')
            app = Flask(__name__.split('.')[0])

        Why is that?  The application will work even with `__name__`, thanks
        to how resources are looked up.  However it will make debugging more
        painful.  Certain extensions can make assumptions based on the
        import name of your application.  For example the Flask-SQLAlchemy
        extension will look for the code in your application that triggered
        an SQL query in debug mode.  If the import name is not properly set
        up, that debugging information is lost.  (For example it would only
        pick up SQL queries in `yourapplication.app` and not
        `yourapplication.views.frontend`)

    .. versionadded:: 0.7
       The `static_url_path`, `static_folder`, and `template_folder`
       parameters were added.

    .. versionadded:: 0.8
       The `instance_path` and `instance_relative_config` parameters were
       added.

    .. versionadded:: 0.11
       The `root_path` parameter was added.

    .. versionadded:: 1.0
       The ``host_matching`` and ``static_host`` parameters were added.

    .. versionadded:: 1.0
       The ``subdomain_matching`` parameter was added. Subdomain
       matching needs to be enabled manually now. Setting
       :data:`SERVER_NAME` does not implicitly enable it.

    :param import_name: the name of the application package
    :param static_url_path: can be used to specify a different path for the
                            static files on the web.  Defaults to the name
                            of the `static_folder` folder.
    :param static_folder: The folder with static files that is served at
        ``static_url_path``. Relative to the application ``root_path``
        or an absolute path. Defaults to ``'static'``.
    :param static_host: the host to use when adding the static route.
        Defaults to None. Required when using ``host_matching=True``
        with a ``static_folder`` configured.
    :param host_matching: set ``url_map.host_matching`` attribute.
        Defaults to False.
    :param subdomain_matching: consider the subdomain relative to
        :data:`SERVER_NAME` when matching routes. Defaults to False.
    :param template_folder: the folder that contains the templates that should
                            be used by the application.  Defaults to
                            ``'templates'`` folder in the root path of the
                            application.
    :param instance_path: An alternative instance path for the application.
                          By default the folder ``'instance'`` next to the
                          package or module is assumed to be the instance
                          path.
    :param instance_relative_config: if set to ``True`` relative filenames
                                     for loading the config are assumed to
                                     be relative to the instance path instead
                                     of the application root.
    :param root_path: The path to the root of the application files.
        This should only be set manually when it can't be detected
        automatically, such as for namespace packages.
    """"""

    default_config = ImmutableDict(
        {
            ""DEBUG"": None,
            ""TESTING"": False,
            ""PROPAGATE_EXCEPTIONS"": None,
            ""SECRET_KEY"": None,
            ""SECRET_KEY_FALLBACKS"": None,
            ""PERMANENT_SESSION_LIFETIME"": timedelta(days=31),
            ""USE_X_SENDFILE"": False,
            ""TRUSTED_HOSTS"": None,
            ""SERVER_NAME"": None,
            ""APPLICATION_ROOT"": ""/"",
            ""SESSION_COOKIE_NAME"": ""session"",
            ""SESSION_COOKIE_DOMAIN"": None,
            ""SESSION_COOKIE_PATH"": None,
            ""SESSION_COOKIE_HTTPONLY"": True,
            ""SESSION_COOKIE_SECURE"": False,
            ""SESSION_COOKIE_PARTITIONED"": False,
            ""SESSION_COOKIE_SAMESITE"": None,
            ""SESSION_REFRESH_EACH_REQUEST"": True,
            ""MAX_CONTENT_LENGTH"": None,
            ""MAX_FORM_MEMORY_SIZE"": 500_000,
            ""MAX_FORM_PARTS"": 1_000,
            ""SEND_FILE_MAX_AGE_DEFAULT"": None,
            ""TRAP_BAD_REQUEST_ERRORS"": None,
            ""TRAP_HTTP_EXCEPTIONS"": False,
            ""EXPLAIN_TEMPLATE_LOADING"": False,
            ""PREFERRED_URL_SCHEME"": ""http"",
            ""TEMPLATES_AUTO_RELOAD"": None,
            ""MAX_COOKIE_SIZE"": 4093,
            ""PROVIDE_AUTOMATIC_OPTIONS"": True,
        }
    )

    #: The class that is used for request objects.  See :class:`~flask.Request`
    #: for more information.
    request_class: type[Request] = Request

    #: The class that is used for response objects.  See
    #: :class:`~flask.Response` for more information.
    response_class: type[Response] = Response

    #: the session interface to use.  By default an instance of
    #: :class:`~flask.sessions.SecureCookieSessionInterface` is used here.
    #:
    #: .. versionadded:: 0.8
    session_interface: SessionInterface = SecureCookieSessionInterface()

    def __init__(
        self,
        import_name: str,
        static_url_path: str | None = None,
        static_folder: str | os.PathLike[str] | None = ""static"",
        static_host: str | None = None,
        host_matching: bool = False,
        subdomain_matching: bool = False,
        template_folder: str | os.PathLike[str] | None = ""templates"",
        instance_path: str | None = None,
        instance_relative_config: bool = False,
        root_path: str | None = None,
    ):
        super().__init__(
            import_name=import_name,
            static_url_path=static_url_path,
            static_folder=static_folder,
            static_host=static_host,
            host_matching=host_matching,
            subdomain_matching=subdomain_matching,
            template_folder=template_folder,
            instance_path=instance_path,
            instance_relative_config=instance_relative_config,
            root_path=root_path,
        )

        #: The Click command group for registering CLI commands for this
        #: object. The commands are available from the ``flask`` command
        #: once the application has been discovered and blueprints have
        #: been registered.
        self.cli = cli.AppGroup()

        # Set the name of the Click group in case s
...<truncated>...
",True
c423e295e7bf68c8d02a7cc0eb2d833f1a143969,d:\499\src\flask-3.1.2\flask-3.1.2\src\flask\app.py,method,__init__,Flask.__init__,226,279,,"    def __init__(
        self,
        import_name: str,
        static_url_path: str | None = None,
        static_folder: str | os.PathLike[str] | None = ""static"",
        static_host: str | None = None,
        host_matching: bool = False,
        subdomain_matching: bool = False,
        template_folder: str | os.PathLike[str] | None = ""templates"",
        instance_path: str | None = None,
        instance_relative_config: bool = False,
        root_path: str | None = None,
    ):
        super().__init__(
            import_name=import_name,
            static_url_path=static_url_path,
            static_folder=static_folder,
            static_host=static_host,
            host_matching=host_matching,
            subdomain_matching=subdomain_matching,
            template_folder=template_folder,
            instance_path=instance_path,
            instance_relative_config=instance_relative_config,
            root_path=root_path,
        )

        #: The Click command group for registering CLI commands for this
        #: object. The commands are available from the ``flask`` command
        #: once the application has been discovered and blueprints have
        #: been registered.
        self.cli = cli.AppGroup()

        # Set the name of the Click group in case someone wants to add
        # the app's commands to another CLI tool.
        self.cli.name = self.name

        # Add a static route using the provided static_url_path, static_host,
        # and static_folder if there is a configured static_folder.
        # Note we do this without checking if static_folder exists.
        # For one, it might be created while the server is running (e.g. during
        # development). Also, Google App Engine stores static files somewhere
        if self.has_static_folder:
            assert bool(static_host) == host_matching, (
                ""Invalid static_host/host_matching combination""
            )
            # Use a weakref to avoid creating a reference cycle between the app
            # and the view function (see #3761).
            self_ref = weakref.ref(self)
            self.add_url_rule(
                f""{self.static_url_path}/<path:filename>"",
                endpoint=""static"",
                host=static_host,
                view_func=lambda **kw: self_ref().send_static_file(**kw),  # type: ignore # noqa: B950
            )",False
7ed3163e62dc47435697e83110e6bd4d52b15476,d:\499\src\flask-3.1.2\flask-3.1.2\src\flask\app.py,method,get_send_file_max_age,Flask.get_send_file_max_age,281,306,"Used by :func:`send_file` to determine the ``max_age`` cache
value for a given file path if it wasn't passed.

By default, this returns :data:`SEND_FILE_MAX_AGE_DEFAULT` from
the configuration of :data:`~flask.current_app`. This defaults
to ``None``, which tells the browser to use conditional requests
instead of a timed cache, which is usually preferable.

Note this is a duplicate of the same method in the Flask
class.

.. versionchanged:: 2.0
    The default configuration is ``None`` instead of 12 hours.

.. versionadded:: 0.9","    def get_send_file_max_age(self, filename: str | None) -> int | None:
        """"""Used by :func:`send_file` to determine the ``max_age`` cache
        value for a given file path if it wasn't passed.

        By default, this returns :data:`SEND_FILE_MAX_AGE_DEFAULT` from
        the configuration of :data:`~flask.current_app`. This defaults
        to ``None``, which tells the browser to use conditional requests
        instead of a timed cache, which is usually preferable.

        Note this is a duplicate of the same method in the Flask
        class.

        .. versionchanged:: 2.0
            The default configuration is ``None`` instead of 12 hours.

        .. versionadded:: 0.9
        """"""
        value = current_app.config[""SEND_FILE_MAX_AGE_DEFAULT""]

        if value is None:
            return None

        if isinstance(value, timedelta):
            return int(value.total_seconds())

        return value  # type: ignore[no-any-return]",False
c489d69714a72cefb058fb26c8d8d988653fbce5,d:\499\src\flask-3.1.2\flask-3.1.2\src\flask\app.py,method,send_static_file,Flask.send_static_file,308,328,"The view function used to serve files from
:attr:`static_folder`. A route is automatically registered for
this view at :attr:`static_url_path` if :attr:`static_folder` is
set.

Note this is a duplicate of the same method in the Flask
class.

.. versionadded:: 0.5","    def send_static_file(self, filename: str) -> Response:
        """"""The view function used to serve files from
        :attr:`static_folder`. A route is automatically registered for
        this view at :attr:`static_url_path` if :attr:`static_folder` is
        set.

        Note this is a duplicate of the same method in the Flask
        class.

        .. versionadded:: 0.5

        """"""
        if not self.has_static_folder:
            raise RuntimeError(""'static_folder' must be set to serve static_files."")

        # send_file only knows to call get_send_file_max_age on the app,
        # call it here so it works for blueprints too.
        max_age = self.get_send_file_max_age(filename)
        return send_from_directory(
            t.cast(str, self.static_folder), filename, max_age=max_age
        )",False
c61715a41cf32cea221bf9769e1846f172e010bf,d:\499\src\flask-3.1.2\flask-3.1.2\src\flask\app.py,method,open_resource,Flask.open_resource,330,361,"Open a resource file relative to :attr:`root_path` for reading.

For example, if the file ``schema.sql`` is next to the file
``app.py`` where the ``Flask`` app is defined, it can be opened
with:

.. code-block:: python

    with app.open_resource(""schema.sql"") as f:
        conn.executescript(f.read())

:param resource: Path to the resource relative to :attr:`root_path`.
:param mode: Open the file in this mode. Only reading is supported,
    valid values are ``""r""`` (or ``""rt""``) and ``""rb""``.
:param encoding: Open the file with this encoding when opening in text
    mode. This is ignored when opening in binary mode.

.. versionchanged:: 3.1
    Added the ``encoding`` parameter.","    def open_resource(
        self, resource: str, mode: str = ""rb"", encoding: str | None = None
    ) -> t.IO[t.AnyStr]:
        """"""Open a resource file relative to :attr:`root_path` for reading.

        For example, if the file ``schema.sql`` is next to the file
        ``app.py`` where the ``Flask`` app is defined, it can be opened
        with:

        .. code-block:: python

            with app.open_resource(""schema.sql"") as f:
                conn.executescript(f.read())

        :param resource: Path to the resource relative to :attr:`root_path`.
        :param mode: Open the file in this mode. Only reading is supported,
            valid values are ``""r""`` (or ``""rt""``) and ``""rb""``.
        :param encoding: Open the file with this encoding when opening in text
            mode. This is ignored when opening in binary mode.

        .. versionchanged:: 3.1
            Added the ``encoding`` parameter.
        """"""
        if mode not in {""r"", ""rt"", ""rb""}:
            raise ValueError(""Resources can only be opened for reading."")

        path = os.path.join(self.root_path, resource)

        if mode == ""rb"":
            return open(path, mode)  # pyright: ignore

        return open(path, mode, encoding=encoding)",False
79243aee3765a588be50ca9e36ae60777870cbf6,d:\499\src\flask-3.1.2\flask-3.1.2\src\flask\app.py,method,open_instance_resource,Flask.open_instance_resource,363,383,"Open a resource file relative to the application's instance folder
:attr:`instance_path`. Unlike :meth:`open_resource`, files in the
instance folder can be opened for writing.

:param resource: Path to the resource relative to :attr:`instance_path`.
:param mode: Open the file in this mode.
:param encoding: Open the file with this encoding when opening in text
    mode. This is ignored when opening in binary mode.

.. versionchanged:: 3.1
    Added the ``encoding`` parameter.","    def open_instance_resource(
        self, resource: str, mode: str = ""rb"", encoding: str | None = ""utf-8""
    ) -> t.IO[t.AnyStr]:
        """"""Open a resource file relative to the application's instance folder
        :attr:`instance_path`. Unlike :meth:`open_resource`, files in the
        instance folder can be opened for writing.

        :param resource: Path to the resource relative to :attr:`instance_path`.
        :param mode: Open the file in this mode.
        :param encoding: Open the file with this encoding when opening in text
            mode. This is ignored when opening in binary mode.

        .. versionchanged:: 3.1
            Added the ``encoding`` parameter.
        """"""
        path = os.path.join(self.instance_path, resource)

        if ""b"" in mode:
            return open(path, mode)

        return open(path, mode, encoding=encoding)",False
e611ef2592e61ab0a6af35ffdcf2360f04187d56,d:\499\src\flask-3.1.2\flask-3.1.2\src\flask\app.py,method,create_jinja_environment,Flask.create_jinja_environment,385,423,"Create the Jinja environment based on :attr:`jinja_options`
and the various Jinja-related methods of the app. Changing
:attr:`jinja_options` after this will have no effect. Also adds
Flask-related globals and filters to the environment.

.. versionchanged:: 0.11
   ``Environment.auto_reload`` set in accordance with
   ``TEMPLATES_AUTO_RELOAD`` configuration option.

.. versionadded:: 0.5","    def create_jinja_environment(self) -> Environment:
        """"""Create the Jinja environment based on :attr:`jinja_options`
        and the various Jinja-related methods of the app. Changing
        :attr:`jinja_options` after this will have no effect. Also adds
        Flask-related globals and filters to the environment.

        .. versionchanged:: 0.11
           ``Environment.auto_reload`` set in accordance with
           ``TEMPLATES_AUTO_RELOAD`` configuration option.

        .. versionadded:: 0.5
        """"""
        options = dict(self.jinja_options)

        if ""autoescape"" not in options:
            options[""autoescape""] = self.select_jinja_autoescape

        if ""auto_reload"" not in options:
            auto_reload = self.config[""TEMPLATES_AUTO_RELOAD""]

            if auto_reload is None:
                auto_reload = self.debug

            options[""auto_reload""] = auto_reload

        rv = self.jinja_environment(self, **options)
        rv.globals.update(
            url_for=self.url_for,
            get_flashed_messages=get_flashed_messages,
            config=self.config,
            # request, session and g are normally added with the
            # context processor for efficiency reasons but for imported
            # templates we also want the proxies in there.
            request=request,
            session=session,
            g=g,
        )
        rv.policies[""json.dumps_function""] = self.json.dumps
        return rv",False
9814c6e54a863271a5616cede686dba496ba2ce1,d:\499\src\flask-3.1.2\flask-3.1.2\src\flask\app.py,method,create_url_adapter,Flask.create_url_adapter,425,476,"Creates a URL adapter for the given request. The URL adapter
is created at a point where the request context is not yet set
up so the request is passed explicitly.

.. versionchanged:: 3.1
    If :data:`SERVER_NAME` is set, it does not restrict requests to
    only that domain, for both ``subdomain_matching`` and
    ``host_matching``.

.. versionchanged:: 1.0
    :data:`SERVER_NAME` no longer implicitly enables subdomain
    matching. Use :attr:`subdomain_matching` instead.

.. versionchanged:: 0.9
   This can be called outside a request when the URL adapter is created
   for an application context.

.. versionadded:: 0.6","    def create_url_adapter(self, request: Request | None) -> MapAdapter | None:
        """"""Creates a URL adapter for the given request. The URL adapter
        is created at a point where the request context is not yet set
        up so the request is passed explicitly.

        .. versionchanged:: 3.1
            If :data:`SERVER_NAME` is set, it does not restrict requests to
            only that domain, for both ``subdomain_matching`` and
            ``host_matching``.

        .. versionchanged:: 1.0
            :data:`SERVER_NAME` no longer implicitly enables subdomain
            matching. Use :attr:`subdomain_matching` instead.

        .. versionchanged:: 0.9
           This can be called outside a request when the URL adapter is created
           for an application context.

        .. versionadded:: 0.6
        """"""
        if request is not None:
            if (trusted_hosts := self.config[""TRUSTED_HOSTS""]) is not None:
                request.trusted_hosts = trusted_hosts

            # Check trusted_hosts here until bind_to_environ does.
            request.host = get_host(request.environ, request.trusted_hosts)  # pyright: ignore
            subdomain = None
            server_name = self.config[""SERVER_NAME""]

            if self.url_map.host_matching:
                # Don't pass SERVER_NAME, otherwise it's used and the actual
                # host is ignored, which breaks host matching.
                server_name = None
            elif not self.subdomain_matching:
                # Werkzeug doesn't implement subdomain matching yet. Until then,
                # disable it by forcing the current subdomain to the default, or
                # the empty string.
                subdomain = self.url_map.default_subdomain or """"

            return self.url_map.bind_to_environ(
                request.environ, server_name=server_name, subdomain=subdomain
            )

        # Need at least SERVER_NAME to match/build outside a request.
        if self.config[""SERVER_NAME""] is not None:
            return self.url_map.bind(
                self.config[""SERVER_NAME""],
                script_name=self.config[""APPLICATION_ROOT""],
                url_scheme=self.config[""PREFERRED_URL_SCHEME""],
            )

        return None",False
7a4280a5e1bcb934ccb2ddf399d35cb79827c7c1,d:\499\src\flask-3.1.2\flask-3.1.2\src\flask\app.py,method,raise_routing_exception,Flask.raise_routing_exception,478,504,"Intercept routing exceptions and possibly do something else.

In debug mode, intercept a routing redirect and replace it with
an error if the body will be discarded.

With modern Werkzeug this shouldn't occur, since it now uses a
308 status which tells the browser to resend the method and
body.

.. versionchanged:: 2.1
    Don't intercept 307 and 308 redirects.

:meta private:
:internal:","    def raise_routing_exception(self, request: Request) -> t.NoReturn:
        """"""Intercept routing exceptions and possibly do something else.

        In debug mode, intercept a routing redirect and replace it with
        an error if the body will be discarded.

        With modern Werkzeug this shouldn't occur, since it now uses a
        308 status which tells the browser to resend the method and
        body.

        .. versionchanged:: 2.1
            Don't intercept 307 and 308 redirects.

        :meta private:
        :internal:
        """"""
        if (
            not self.debug
            or not isinstance(request.routing_exception, RequestRedirect)
            or request.routing_exception.code in {307, 308}
            or request.method in {""GET"", ""HEAD"", ""OPTIONS""}
        ):
            raise request.routing_exception  # type: ignore[misc]

        from .debughelpers import FormDataRoutingRedirect

        raise FormDataRoutingRedirect(request)",False
